id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm417111,How to Get Over a Breakup,MOVIE,"The film tells the life of Maria Fe, a young woman who faces singleness after six years of relationship. Along with her two soul friends, played by Karina Jord?n and Jely Re?tegui, the girl must learn to be single again. On the way, you will run into old loves, new adventures and lots of fun.",2018,NA,104,['comedy'],PE,NA,tt8435268,6.1,1972,9.983,6.8,Peru,,
tm348919,How to Stage a Coup,MOVIE,A guide to human history through its most audacious power grabs. From Julius Caesar to Napoleon; from Mussolini to the strongmen of the present day - we see how the world we know has been shaped by those who dream big.,2017,NA,47,['documentation'],GB,NA,tt7149296,6.1,172,1.155,7.2,United Kingdom,,
tm87484,How to Train Your Dragon,MOVIE,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast ??which he names Toothless ??much to the chagrin of his warrior father.",2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",US,NA,tt0892769,8.1,719717,71.782,7.8,United States,,
tm134967,How to Train Your Dragon 2,MOVIE,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",2014,PG,102,"['fantasy', 'comedy', 'family', 'animation', 'action']",US,NA,tt1646971,7.8,327565,68.926,7.7,United States,,
tm847998,Hubie Halloween,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it?? up to Hubie to save Halloween.",2020,PG-13,103,"['thriller', 'horror', 'fantasy', 'comedy']",US,NA,tt10682266,5.2,47588,13.584,6,United States,,
tm117873,Hum Aapke Hain Koun..!,MOVIE,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,NA,206,"['romance', 'comedy', 'drama']",IN,NA,tt0110076,7.5,20986,6.655,6.5,India,,
tm62385,Hum Saath Saath Hain,MOVIE,"Ramkishen and his wife Mamta have three sons. Prem and Vinod have sweethearts in Preeti and Vivek marries Sangeeta. Since Vivek is Mamta's step-son, she plots to alienate him, but will she succeed?",1999,G,177,"['fantasy', 'romance', 'family', 'drama']",IN,NA,tt0216817,6.2,8454,4.91,6,India,,
tm458127,Human Nature,MOVIE,"The biggest tech revolution of the 21st century isn?? digital, it?? biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR?? far-reaching implications, through the eyes of the scientists who discovered it, the families it?? affecting, and the genetic engineers who are testing its limits.",2019,NA,107,"['documentation', 'thriller']",US,NA,tt7188970,7.7,1541,4.784,7.2,United States,,
tm160034,Humpty Sharma Ki Dulhania,MOVIE,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",2014,PG,133,"['drama', 'comedy', 'romance']",IN,NA,tt3678938,6,12757,7.415,6.4,India,,
tm232579,Hunt for the Wilderpeople,MOVIE,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2016,PG-13,101,"['comedy', 'drama', 'action']",NZ,NA,tt4698684,7.8,125720,12.868,7.7,New Zealand,,
tm852728,Hunter in the Blue Side of Manchester,MOVIE,"To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.",2020,NA,89,['drama'],ID,NA,tt11710234,5.8,43,1.267,NA,Indonesia,,
tm197503,Hunterrr,MOVIE,"An ordinary bachelor pursues girls like a hunter, but not with the intention of settling down in life.",2015,R,141,"['romance', 'drama', 'comedy']",IN,NA,tt4333674,7,6199,5.296,6.2,India,,
tm203056,Husband Factor,MOVIE,A traditional Turkish woman tries to find love and is forced by her family members to get married.,2015,PG-13,108,"['comedy', 'fantasy', 'romance', 'drama']",TR,NA,tt4899096,6.2,5031,4.02,5.7,Turkey,,
tm233463,Husband Factor: Resurrection,MOVIE,A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,2016,PG,108,"['comedy', 'family', 'romance', 'drama', 'fantasy']",TR,NA,tt5838944,5.4,297,3.726,6.1,Turkey,,
tm57256,Husbands in Goa,MOVIE,"The film follows the journey of three young men, who flee from their wives, for a vacation to the international tourist-destination Goa. During the trip, they become friends with an immature youthful older man, who is on the verge of a divorce. The film explores their time in Goa",2012,NA,150,['comedy'],IN,NA,tt2407826,3.8,278,2.517,4.4,India,,
tm239676,Hush,MOVIE,A deaf woman is stalked by a psychotic killer in her secluded home.,2016,R,82,"['horror', 'thriller']",US,NA,tt5022702,6.6,123667,12.617,6.7,United States,,
tm235405,Hyena Road,MOVIE,"Three different men, three different worlds, three different wars ??all stand at the intersection of modern warfare ??a murky world of fluid morality where all is not as it seems.",2015,R,120,"['thriller', 'action', 'drama', 'war']",CA,NA,tt4034452,6.5,7665,7.365,6.7,Canada,,
tm1046627,Hypnotic,MOVIE,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,NA,88,"['horror', 'drama', 'thriller']",CA,NA,tt12383460,5.3,14887,99.758,6.1,Canada,MQ,Martinique
tm1036270,I Am All Girls,MOVIE,A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,2021,NA,107,"['crime', 'drama', 'thriller']",ZA,NA,tt9013182,5.9,5704,62.514,6.6,South Africa,,
tm434917,I Am Jonas,MOVIE,"When Jonas was 14 he met the charismatic but mysterious Nathan. In addition to guiding him in his sexuality, Jonas soon confronts something dark and even dangerous about his new friend. Now an attractive, sexually assured adult, memories still haunt him. Trying frantically to put the missing pieces together, Jonas becomes determined to break the shackles of the past and finally set himself free.",2018,NA,82,"['drama', 'romance', 'european']",FR,NA,tt8168186,7,5598,11.939,6.8,France,,
tm178555,I Am Kalam,MOVIE,"The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age.",2010,G,88,"['comedy', 'drama', 'family']",IN,NA,tt1805263,8,4166,3.187,7.2,India,,
tm132524,I Am Michael,MOVIE,The controversial true story of a gay activist who rejects his homosexuality and becomes a Christian pastor.,2015,NA,98,"['drama', 'romance']",US,NA,tt5116866,5.6,5495,8.06,5.6,United States,,
tm428856,I Am Mother,MOVIE,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",2019,PG-13,113,"['scifi', 'thriller', 'horror', 'drama']",AU,NA,tt6292852,6.7,87891,18.208,6.7,Australia,,
tm407714,I Am Not an Easy Man,MOVIE,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",2018,NA,98,"['comedy', 'european']",FR,NA,tt6857988,6.3,14146,19.204,6.3,France,,
tm270895,I Am Not Your Negro,MOVIE,"Working from the text of James Baldwin?? unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",2017,R,93,"['documentation', 'history', 'european']",BE,NA,tt5804038,7.9,21632,11.41,7.8,Belgium,,
tm55303,I Am Sam,MOVIE,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",2001,PG-13,132,['drama'],US,NA,tt0277027,7.6,149082,18.529,7.6,United States,,
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,A young nurse takes care of elderly author who lives in a haunted house.,2016,NA,89,"['thriller', 'drama', 'horror']",CA,NA,tt5059406,4.6,14491,9.791,4.4,Canada,,
tm849131,I Am Vengeance: Retaliation,MOVIE,A former special-forces soldier is given the opportunity to bring the man who betrayed his team on their final mission in Eastern Europe several years ago - to justice.,2020,R,90,['action'],GB,NA,tt8972556,3.4,3048,14.274,6.1,United Kingdom,,
tm938793,I Am Woman,MOVIE,"The story of Helen Reddy, who, in 1966, landed in New York with her three-year-old daughter, a suitcase, and $230 in her pocket. Within weeks, she was broke. Within months, she was in love. Within five years, she was one of the biggest superstars of her time and an icon of the 1970s feminist movement who wrote a song which galvanized a generation of women to fight for change.",2020,NA,116,"['drama', 'romance', 'history', 'music']",AU,NA,tt9185316,6.6,2205,5.917,6.9,Australia,,
tm244559,I Called Him Morgan,MOVIE,"Part jazz history, part true-crime tale, Kasper Collin?? new documentary employs extensive archival footage and new interviews to tell the tragic story of the magnificently talented trumpeter Lee Morgan and his common-law wife Helen, who murdered him in a New York bar in 1972.",2016,NA,91,"['music', 'documentation', 'history', 'drama', 'european']",SE,NA,tt4170344,7.3,1785,5.671,7.2,Sweden,,
tm834851,I Care a Lot,MOVIE,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,2020,R,118,"['comedy', 'crime', 'drama', 'thriller']",US,NA,tt9893250,6.3,128172,33.554,6.6,United States,,
tm273294,I Don't Feel at Home in This World Anymore,MOVIE,"When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",2017,NA,93,"['drama', 'thriller', 'comedy', 'crime', 'european']",US,NA,tt6149822,6.9,55549,8.397,6.5,United States,,
tm91323,I Hate Luv Storys,MOVIE,"Simran loves love stories, with her ideal job and perfect boyfriend, she lives a blissful and dreamy life. However, things are rudely interrupted by Jay's cynicism on sentimentality.",2010,PG,129,"['drama', 'romance', 'comedy']",IN,NA,tt1667838,5.6,7994,6.08,5.9,India,,
tm191374,I Know What You Did Last Summer,MOVIE,"After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""",1997,R,101,"['horror', 'thriller']",US,NA,tt0119345,5.7,142696,18.102,5.9,United States,,
tm469991,I Lost My Body,MOVIE,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",2019,NA,81,"['fantasy', 'drama', 'animation', 'romance', 'european']",FR,NA,tt9806192,7.5,31531,10.503,7.6,France,,
tm267017,I Love You,MOVIE,"When the wife wants a divorce, the neurotic husband struggles to come to terms with what happened and how to get his old life back.",2016,NA,98,"['drama', 'comedy', 'romance', 'european']",SE,NA,tt5183654,4.7,983,3.857,4.5,Sweden,,
tm985747,I Missed You,MOVIE,"A woman who was overwhelmed by work and had no time to imagine the future. Her paralyzed life was interrupted by a live-streaming man who always has fun in life and acts wildly, resulting in a series of fermentation processes.",2021,NA,96,"['drama', 'romance']",TW,NA,tt14051714,5.7,243,1.758,6.3,Taiwan,,
tm78767,I Now Pronounce You Chuck & Larry,MOVIE,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core??hich is why when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.",2007,PG-13,115,"['comedy', 'romance']",US,NA,tt0762107,5.9,146625,46.06,6,United States,,
tm55732,I Still Know What You Did Last Summer,MOVIE,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",1998,R,100,"['thriller', 'horror']",US,NA,tt0130018,4.7,73269,17.756,5.3,United States,,
tm165259,I Will Follow,MOVIE,"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",2010,PG-13,76,['drama'],US,NA,tt1624426,5.9,865,4.098,5.7,United States,,
tm140342,"I, Frankenstein",MOVIE,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",2014,PG-13,92,"['horror', 'thriller', 'scifi', 'action', 'fantasy']",AU,NA,tt1418377,5.1,80733,16.066,5.3,Australia,,
tm438250,"I, Potro",MOVIE,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,2018,NA,50,"['comedy', 'sport']",MX,NA,tt9154584,6.2,493,3.708,5.9,Mexico,,
tm239769,I'll Sleep When I'm Dead,MOVIE,An energetic and fast-paced bio-doc that examines the story behind one of the most prolific and well-known DJs working today: Steve Aoki.,2016,NA,82,['documentation'],US,NA,tt4679136,6.6,1358,5.041,6.5,United States,,
tm944307,I'm Glad I Did,MOVIE,"Metin Akp?nar has not been on the theater stage since 1992. In addition to TV series and movies, new generations were able to meet him with Deveku?u Kabare's six plays that could be recorded. As if it was written today, those who watched had a taste of his unique acting in current plays. It was an acting that accompanied his talent and his intellectual background. ""I'm Glad I Did"", when transferring through the years Metin Akpinar he brought his own narrative, on the other hand, offers a different approach to Turkey's recent history, leaving an archive for the future by refreshing memory.",2020,NA,123,['documentation'],TR,NA,tt15139398,8.4,1387,1.022,9.1,Turkey,,
tm437379,I'm Leaving Now,MOVIE,"After 16 years in Brooklyn, working three low-paying jobs and sending the bulk of his earnings to his wife and children, undocumented immigrant Felipe decides to return home to his family in Mexico. But when he informs them of his plans, he discovers that they've squandered the money, are deeply in debt and don?? want him to return. They need him to stay in the U.S. and continue to earn.",2019,NA,74,"['documentation', 'european']",MX,NA,tt6541924,6.5,108,2.38,6,Mexico,,
tm837756,I'm No Longer Here,MOVIE,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019,NA,112,['drama'],MX,NA,tt4323594,7.3,7727,17.023,7.7,Mexico,,
tm369594,I'm Thinking of Ending Things,MOVIE,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,2020,R,134,"['thriller', 'fantasy', 'drama']",US,NA,tt7939766,6.6,79921,18.733,6.6,United States,,
tm411958,Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,NA,94,"['comedy', 'romance']",US,NA,tt3685236,5.2,17194,11.273,5.8,United States,,
tm300184,iBoy,MOVIE,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2017,NA,90,"['scifi', 'action', 'crime', 'thriller']",GB,NA,tt6105716,6,22594,15.608,6,United Kingdom,,
tm824566,Ibrahim: A Fate to Define,MOVIE,"In this provocative and personal documentary, director Lina Al Abed searches for traces of her disappeared father: a seemingly ordinary Palestinian family man who was actually a secret member of a militant splinter faction and vanished when she was just a child.",2019,NA,75,['documentation'],PS,NA,tt10777716,7.5,29,0.649,NA,Palestine,,
tm311815,Icarus,MOVIE,"While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkov?? pillar of his country?? ??nti-doping??program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russia?? state-sponsored Olympic doping program.",2017,NA,121,"['documentation', 'thriller', 'sport']",US,NA,tt6333060,7.9,48672,13.434,7.7,United States,,
tm136808,Identity,MOVIE,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",2003,R,90,['thriller'],US,NA,tt0340770,7.3,240433,16.442,7.2,United States,,
tm898169,If Anything Happens I Love You,MOVIE,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,2020,PG,12,['drama'],US,NA,NA,NA,NA,14.24,7.8,United States,,
tm411415,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,"The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville?? Shantytown to a tragic end in a Mississippi swamp.",2018,NA,94,"['documentation', 'music']",US,NA,tt6216786,7.9,1285,4.268,7.7,United States,,
tm538868,III Smoking Barrels,MOVIE,"An anthology of three stories; each exploring a different stage in life - A CHILD involved in armed conflicts, a BOY in drug peddling and a MAN entangled in elephant poaching.",2017,NA,127,['drama'],IN,NA,tt5791986,6.6,123,0.6,8,India,,
tm91176,Ij?: The Journey,MOVIE,Anya's dream turned into a nightmare when she was accused of killing 3 men. For her to regain her freedom she had to share her secret with world. With help of her sister Chioma and an inexperienced attorney Ij? tells the story in a riveting way with an unexpected climatic ending. It's a story that conveys the fusion of the African culture with the American culture in a court room like no other.,2010,NA,106,['drama'],NG,NA,tt1578582,7,108,1.035,NA,Nigeria,,
tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,"The standup sensation tackle's TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",2016,NA,77,['comedy'],US,NA,tt6081882,6.6,2865,4.549,6.4,United States,,
tm423761,Iliza Shlesinger: Elder Millennial,MOVIE,"Filmed February 23, 2018, aboard the USS Hornet, comedian Iliza Shlesinger brings an ??lder millennial??perspective to her audience. Recently engaged, she dives into undeniable truths about life at age 35. Looking back at the insanity of the road traveled and what?? to come, Iliza talks first apartments, a woman's inner she dragon, peacock mating calls, and her newfound urge to squeeze a chubby baby leg.",2018,NA,72,['comedy'],US,NA,tt8697266,7.2,4033,5.896,7.2,United States,,
tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,"Smart and brazen comedian Iliza Shlesinger shares her unflinchingly honest observations on the differences between men and women. Filled with hashtag-able catch phrases, this is a laugh-out-loud revelation exposing some of women?? best kept - and ugliest - secrets, including truths about first date attire, fantasy break-ups and the tireless pursuit of not being cold while still looking hot.",2015,NA,71,"['comedy', 'documentation']",US,NA,tt4074376,6.8,2572,4.925,6.6,United States,,
tm840216,Iliza Shlesinger: Unveiled,MOVIE,"Comedian Iliza Shlesinger dissects her recent wedding with riffs on screeching bachelorette parties, that creepy garter removal tradition and more.",2019,NA,78,['comedy'],US,NA,tt11163008,6.5,1664,4.784,6.5,United States,,
tm328443,Illang: The Wolf Brigade,MOVIE,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018,R,140,"['thriller', 'drama', 'action', 'scifi']",KR,NA,tt3967878,5.9,5073,16.359,6.4,"Korea, Republic Of",,
tm981475,Illegal Woman,MOVIE,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,2020,NA,119,"['drama', 'crime', 'european']",ES,NA,tt10101806,6.2,196,1.93,6.6,Spain,,
tm140911,Imperial Dreams,MOVIE,"A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.",2014,NA,87,['drama'],US,NA,tt3331028,6.7,4452,7.323,6.5,United States,,
tm135106,In a Valley of Violence,MOVIE,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",2016,R,104,"['thriller', 'western', 'drama', 'crime', 'action']",US,NA,tt3608930,6,18452,18.124,6,United States,,
tm409766,In Darkness,MOVIE,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,2018,NA,110,['thriller'],GB,NA,tt5164184,5.7,13098,14.629,6,United Kingdom,,
tm157853,In Defense of a Married Man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,NA,94,"['drama', 'crime']",US,NA,tt0099833,5.6,200,2.768,4.9,United States,,
tm454156,In Family I Trust,MOVIE,"Bea is a successful architect who lives in Barcelona (Catalonia, northeast to Spain) with her boyfriend and boss, V?ctor, a CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions due to the alcohol she drank, Bea makes a meeting between V?ctor and Rebecca. When to the next day she wakes up, V?ctor proposes to wed Bea and she accepts, but after she arrives to the job, Bea learns about a videotape where V?ctor and Rebecca make the love in a car that it's in all TV channels. In front of all CEOs during a full meeting, Bea slaps V?ctor and destroys her design, being fired from the job. Looking for a break, she travels her natal coastal town, Santa Clara, just to discover that her rest isn't so easy as it seems: her eccentric, free-spirited and eternal smiling mother ...",2019,NA,94,"['comedy', 'romance', 'european']",ES,NA,tt6869362,6.2,3106,9.002,6.3,Spain,,
tm1049290,In for a Murder,MOVIE,"Magda, who long ago abandoned her career for the sake of her family, lives in Podkowa Lesna, near Warsaw. One evening, she accidentally discovers the body of a murdered woman in a park. The deceased has a W-shaped pendant around her neck - identical to the one belonging to her long-lost friend, Weronika. In the background of the murder, there are famous names of a businessman and a candidate for senator. The official investigation is conducted by commissioner Jacek Sikora, Magda's former friend, once in love with her. Since his biggest challenge so far has been bicycle thieves, the corpse in the park is far beyond him. Magda, a compulsive crime fiction reader, begins her own investigation. On the trail of the murderer and unraveling the mystery, their paths will cross many times. A handsome veterinarian will also appear on the horizon.",2021,NA,105,"['comedy', 'thriller', 'drama', 'scifi']",PL,NA,tt13377488,5.3,1394,65.43,5.6,Poland,,
tm1179579,In Good Hands,MOVIE,"Diagnosed with a terminal illness, a single mother encounters a suave bachelor as she grapples with the future of her headstrong six-year-old.",2022,NA,104,"['drama', 'family', 'romance', 'comedy']",TR,NA,tt14898794,5.6,2325,20.092,6.5,Turkey,GR,Greece
tm512751,In Line,MOVIE,A man returns from prison hoping to pick up the pieces of his life with his wife and business. Things are not as he hopes when he begins to suspect his wife of infidelity and with the business at stake; he calls in an old friend who is a private investigator for help. A love triangle ensues with everyone fighting for love and for money. Who will come out top.,2017,NA,115,['drama'],NG,NA,tt7508734,6.1,34,1.214,NA,Nigeria,,
tm1040733,In Our Mothers' Gardens,MOVIE,"In Our Mothers' Gardens celebrates the strength and resiliency of Black women and Black families through the complex, and often times humorous, relationship between mothers and daughters.",2021,NA,84,['documentation'],US,NA,tt14369930,8.6,124,2.31,NA,United States,,
tm816983,In Paradox,MOVIE,"While being relentlessly attacked, a Man seeks to uncover a mystery and stop the unknown memories that are controlling him, only to learn the difference between reality and illusions.",2019,NA,95,"['thriller', 'fantasy']",KW,NA,tt10508182,5,145,1.548,4,Kuwait,,
tm351201,In the Family,MOVIE,"The neurotic Fikret and tavern singer Solmaz, whose 21 year long relationships end on the same day, meet through a funny coincidence. When Solmaz's daughter Zeynep decides to marry her lover from Adana, the ever-fearful Fikret ends up having to play the role of his life. Intended at first to be kept in the family, the wedding becomes a much bigger event upon the insistence of the groom's relatives. Can our heroes come to terms with the traditional Adana family who carry guns and own a kebab restaurant chain, and see the wedding through without mishaps?",2017,PG-13,124,['comedy'],TR,NA,tt7642818,7.7,23297,6.596,6.8,Turkey,,
tm187791,In the Line of Fire,MOVIE,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,R,128,"['drama', 'thriller', 'action', 'crime']",US,NA,tt0107206,7.2,101939,15.02,7,United States,,
tm242422,In the Shadow of Iris,MOVIE,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",2016,NA,99,"['thriller', 'drama', 'crime', 'european']",FR,NA,tt5598110,6.1,4256,9.415,5.9,France,,
tm448792,In the Shadow of the Moon,MOVIE,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",2019,R,115,"['thriller', 'crime', 'scifi']",US,NA,tt8110640,6.2,49894,23.345,6.1,United States,,
tm413660,In the Tall Grass,MOVIE,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",2019,NA,102,"['drama', 'thriller', 'horror', 'scifi']",US,NA,tt4687108,5.4,54391,17.631,5.5,United States,,
tm1113921,In Vitro,MOVIE,"'In Vitro' is an otherworldly rumination on memory, history, place and identity set in Bethlehem decades after an eco-disaster.",2019,NA,27,[],,NA,tt10545994,7.7,NA,NA,NA,#N/A,,
tm211510,Incarnate,MOVIE,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,2016,PG-13,91,"['horror', 'thriller']",US,NA,tt3216348,5.2,12918,14.776,5.4,United States,,
tm92641,Inception,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']",GB,NA,tt1375666,8.8,2268288,109.09,8.4,United Kingdom,,
tm374454,Indian Horse,MOVIE,Saul is a great native hockey player who overcomes racism in the 1970s then ultimately becomes tempted by alcoholism.,2018,PG-13,105,"['drama', 'sport']",CA,NA,tt5672286,7.3,2105,6.206,7.3,Canada,,
tm976632,Indoo Ki Jawani,MOVIE,A feisty girl from??haziabad makes her profile on an online dating app and her left and right swipes on the app lead to hilarious consequences.,2020,NA,115,"['comedy', 'drama']",IN,NA,tt13755582,3,6075,1.445,4.4,India,,
tm462660,Inhuman Kiss,MOVIE,"In a far-away village, lived an innocent teenage girl, Sai, who later discovered herself inheriting the curse of Krasue. At night, her head would detach from her body and hunts for flesh and blood. Villagers are terrified by the deaths of their livestocks and that is when the Krasue hunt begins. Jerd, a friend joined the hunt with an unknown reason while Noi, the childhood friend who had just came back to the village decided to stand beside Sai despite knowing the horrifying truth.",2019,NA,122,"['romance', 'drama', 'horror']",TH,NA,tt9799992,6.4,1717,18.773,6.3,Thailand,,
tm164557,Initial D,MOVIE,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",2005,NA,107,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']",HK,NA,tt0439630,6.3,8536,15.248,6.7,Hong Kong,,
tm184511,Inkaar,MOVIE,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious prot?g?e, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",2013,R,133,"['drama', 'romance', 'thriller']",IN,NA,tt2094854,6.2,2565,3.296,5.6,India,,
